Date,Home Team,Away Team,Home Goals,Away Goals,Possession % (Home),Possession % (Away),Shots (Home),Shots (Away),Corners (Home),Corners (Away),Fouls (Home),Fouls (Away),Winner,Year,Home_Points,Away_Points
2020-08-06,Manchester City,Arsenal,2,0,45,52,15,12,9,5,14,15,Home Team,2020,3,0
2017-07-05,Real Madrid,Borussia Dortmund,2,5,51,58,12,22,6,4,14,6,Away Team,2017,0,3
2025-09-18,Manchester City,Manchester City,4,4,48,50,12,14,7,2,12,12,Draw,2025,1,1
2023-12-15,Arsenal,Manchester City,0,2,68,39,20,13,4,5,7,6,Away Team,2023,0,3
2020-09-08,Real Madrid,Liverpool,4,0,65,49,14,20,9,7,11,5,Home Team,2020,3,0
2024-11-12,Barcelona,Borussia Dortmund,3,2,54,34,12,14,6,7,15,15,Home Team,2024,3,0
2017-01-21,Chelsea,Arsenal,1,1,55,48,5,13,5,10,14,13,Draw,2017,1,1
2018-08-19,Bayern Munich,Manchester City,3,5,45,60,21,14,10,4,9,12,Away Team,2018,0,3
2025-11-20,Bayern Munich,Chelsea,2,3,60,46,11,9,3,5,6,14,Away Team,2025,0,3
2023-08-13,Liverpool,Bayern Munich,0,3,41,55,8,17,9,2,10,10,Away Team,2023,0,3
2015-05-16,Barcelona,Juventus,1,0,63,46,10,9,5,2,6,14,Home Team,2015,3,0
2024-11-06,Chelsea,Arsenal,3,3,40,50,25,15,6,6,8,9,Draw,2024,1,1
2015-08-05,Paris Saint-Germain,AC Milan,4,4,48,44,23,10,7,5,10,11,Draw,2015,1,1
2023-09-08,Liverpool,Paris Saint-Germain,3,0,57,39,13,24,10,4,14,12,Home Team,2023,3,0
2024-03-03,Arsenal,Paris Saint-Germain,5,5,58,45,16,8,9,9,12,10,Draw,2024,1,1
2021-12-22,Barcelona,Liverpool,4,5,62,47,19,17,4,6,14,13,Away Team,2021,0,3
2025-05-15,Barcelona,Juventus,3,5,43,49,24,7,8,10,9,10,Away Team,2025,0,3
2022-01-12,Manchester City,Juventus,4,2,45,53,12,17,2,5,9,10,Home Team,2022,3,0
2018-12-25,Bayern Munich,Arsenal,2,3,44,45,5,6,10,10,9,8,Away Team,2018,0,3
2016-07-25,Paris Saint-Germain,Liverpool,1,0,58,39,13,15,10,10,14,12,Home Team,2016,3,0
2019-05-07,Chelsea,Arsenal,3,3,47,40,5,23,7,7,6,15,Draw,2019,1,1
2019-08-27,AC Milan,Bayern Munich,3,0,69,44,8,13,7,7,9,9,Home Team,2019,3,0
2024-08-17,Chelsea,Liverpool,1,2,48,38,23,23,4,10,15,6,Away Team,2024,0,3
2018-01-27,Paris Saint-Germain,Bayern Munich,2,5,58,48,20,25,2,7,6,5,Away Team,2018,0,3
2016-04-29,Barcelona,Borussia Dortmund,4,2,58,55,16,7,8,4,12,12,Home Team,2016,3,0
2020-07-29,Chelsea,Borussia Dortmund,3,1,58,35,5,20,7,3,9,8,Home Team,2020,3,0
2020-02-18,Real Madrid,Paris Saint-Germain,1,5,60,54,25,11,3,9,14,8,Away Team,2020,0,3
2024-06-26,Manchester City,Borussia Dortmund,4,1,68,48,19,22,10,5,7,9,Home Team,2024,3,0
2025-10-19,AC Milan,Liverpool,3,4,70,43,5,16,6,2,11,5,Away Team,2025,0,3
2020-12-20,Barcelona,Manchester City,2,5,54,44,14,7,2,2,5,11,Away Team,2020,0,3
2015-07-05,Liverpool,Barcelona,3,2,59,37,8,10,8,2,10,13,Home Team,2015,3,0
2016-02-05,Arsenal,Bayern Munich,4,0,45,56,9,12,7,4,13,6,Home Team,2016,3,0
2023-03-10,AC Milan,Liverpool,5,2,50,60,23,18,9,10,12,6,Home Team,2023,3,0
2024-04-20,Real Madrid,Barcelona,0,2,42,52,20,22,9,3,5,13,Away Team,2024,0,3
2019-04-12,Juventus,Arsenal,5,0,68,30,19,25,7,10,11,10,Home Team,2019,3,0
2025-07-30,Barcelona,Juventus,1,1,61,60,17,6,6,4,5,14,Draw,2025,1,1
2023-06-05,Arsenal,Barcelona,1,1,42,30,5,24,2,5,5,11,Draw,2023,1,1
2019-07-16,Arsenal,Paris Saint-Germain,5,0,43,37,22,13,2,10,11,12,Home Team,2019,3,0
2018-04-30,Paris Saint-Germain,Bayern Munich,4,4,64,39,18,22,8,7,13,15,Draw,2018,1,1
2025-04-01,Arsenal,AC Milan,0,5,49,34,5,13,7,6,5,8,Away Team,2025,0,3
2025-09-13,Bayern Munich,Juventus,4,4,70,52,8,11,9,3,10,7,Draw,2025,1,1
2019-03-20,Paris Saint-Germain,Manchester City,2,4,42,50,12,16,7,7,9,6,Away Team,2019,0,3
2015-11-19,Liverpool,Paris Saint-Germain,5,0,64,39,21,16,10,9,11,10,Home Team,2015,3,0
2023-12-30,AC Milan,Borussia Dortmund,2,0,63,40,6,24,5,3,5,15,Home Team,2023,3,0
2016-02-18,Manchester City,AC Milan,5,4,47,44,15,9,9,10,11,11,Home Team,2016,3,0
2024-09-06,Paris Saint-Germain,Manchester City,0,3,51,42,9,19,9,2,14,8,Away Team,2024,0,3
2017-06-22,Liverpool,Bayern Munich,3,5,47,45,8,10,3,9,10,10,Away Team,2017,0,3
2019-06-04,Paris Saint-Germain,Paris Saint-Germain,5,1,54,34,18,20,6,10,10,14,Home Team,2019,3,0
2023-09-10,Juventus,AC Milan,1,3,44,53,9,11,2,8,14,12,Away Team,2023,0,3
2017-11-09,Manchester City,Manchester City,2,0,58,51,18,17,3,10,6,15,Home Team,2017,3,0
2016-02-29,Paris Saint-Germain,Paris Saint-Germain,1,5,42,60,20,17,3,10,13,6,Away Team,2016,0,3
2023-03-31,Paris Saint-Germain,Paris Saint-Germain,3,3,49,55,12,19,4,6,11,6,Draw,2023,1,1
2020-09-23,Bayern Munich,Liverpool,1,1,46,30,25,19,9,9,12,13,Draw,2020,1,1
2024-07-27,Juventus,Liverpool,0,5,57,55,22,5,5,3,15,11,Away Team,2024,0,3
2019-01-11,Manchester City,Bayern Munich,3,1,69,56,20,24,10,5,12,5,Home Team,2019,3,0
2021-06-22,Liverpool,AC Milan,4,2,41,39,19,18,3,4,10,13,Home Team,2021,3,0
2021-10-26,Real Madrid,Liverpool,0,0,51,59,20,20,5,7,7,12,Draw,2021,1,1
2025-05-06,Bayern Munich,Barcelona,2,4,46,47,21,22,10,7,6,5,Away Team,2025,0,3
2022-02-17,Barcelona,AC Milan,0,3,40,40,16,19,6,8,15,11,Away Team,2022,0,3
2022-10-02,Real Madrid,Liverpool,1,2,60,34,20,17,2,5,7,15,Away Team,2022,0,3
2019-02-22,Manchester City,Chelsea,2,3,63,30,25,6,4,10,14,15,Away Team,2019,0,3
2023-07-23,Arsenal,Arsenal,4,1,60,42,16,20,3,5,11,15,Home Team,2023,3,0
2016-01-24,Real Madrid,Bayern Munich,0,2,42,54,7,23,3,5,12,10,Away Team,2016,0,3
2025-08-16,Juventus,Bayern Munich,3,1,66,50,13,13,6,6,10,8,Home Team,2025,3,0
2018-09-18,Manchester City,Borussia Dortmund,5,3,54,42,5,22,4,9,10,11,Home Team,2018,3,0
2017-08-25,Juventus,Borussia Dortmund,1,4,42,41,8,22,10,7,10,12,Away Team,2017,0,3
2018-05-16,AC Milan,Manchester City,4,2,49,33,22,11,2,5,9,15,Home Team,2018,3,0
2024-12-12,Manchester City,Bayern Munich,0,0,57,30,9,5,10,8,5,5,Draw,2024,1,1
2015-06-13,Barcelona,Barcelona,2,4,49,50,9,21,2,9,15,14,Away Team,2015,0,3
2017-04-19,Bayern Munich,Paris Saint-Germain,5,1,43,49,16,13,5,5,8,13,Home Team,2017,3,0
2018-07-25,AC Milan,Paris Saint-Germain,1,3,46,37,18,6,9,7,13,15,Away Team,2018,0,3
2018-12-19,Manchester City,Barcelona,2,3,60,36,20,20,6,6,7,9,Away Team,2018,0,3
2021-12-18,Barcelona,Paris Saint-Germain,2,2,63,31,22,17,8,2,8,11,Draw,2021,1,1
2025-06-10,Bayern Munich,Arsenal,4,0,56,46,13,14,8,6,10,11,Home Team,2025,3,0
2021-05-06,Real Madrid,Arsenal,0,2,46,60,7,7,10,7,12,12,Away Team,2021,0,3
2024-11-26,AC Milan,Chelsea,5,4,54,30,9,22,5,3,5,6,Home Team,2024,3,0
2021-10-19,Liverpool,Bayern Munich,1,0,68,58,11,14,8,5,11,15,Home Team,2021,3,0
2024-09-06,Bayern Munich,Arsenal,1,4,54,39,11,13,5,8,10,9,Away Team,2024,0,3
2019-05-24,Chelsea,Chelsea,5,0,41,30,14,22,9,9,14,13,Home Team,2019,3,0
2015-10-09,Real Madrid,Chelsea,3,5,55,56,18,8,7,3,5,14,Away Team,2015,0,3
2015-06-09,Manchester City,Manchester City,4,4,66,30,17,22,4,6,10,12,Draw,2015,1,1
2018-02-06,AC Milan,Borussia Dortmund,3,3,51,33,24,6,3,8,14,8,Draw,2018,1,1
2024-04-15,Liverpool,Barcelona,2,3,68,58,9,7,6,7,7,15,Away Team,2024,0,3
2021-05-02,Juventus,Manchester City,0,2,61,33,16,14,2,9,5,11,Away Team,2021,0,3
2021-02-11,Paris Saint-Germain,Borussia Dortmund,5,2,69,53,16,21,9,10,12,6,Home Team,2021,3,0
2023-08-26,Manchester City,Manchester City,4,0,42,49,22,18,7,2,13,14,Home Team,2023,3,0
2018-04-24,Barcelona,Manchester City,3,0,57,57,23,24,2,4,12,9,Home Team,2018,3,0
2021-01-08,Real Madrid,Juventus,4,4,41,43,13,20,3,9,6,8,Draw,2021,1,1
2015-03-09,Paris Saint-Germain,Bayern Munich,3,1,43,36,23,18,2,9,8,7,Home Team,2015,3,0
2020-06-18,Bayern Munich,Juventus,1,3,48,33,24,12,9,8,10,11,Away Team,2020,0,3
2024-11-14,Arsenal,Paris Saint-Germain,4,0,55,54,19,18,4,6,7,12,Home Team,2024,3,0
2017-04-20,Arsenal,Juventus,3,4,50,52,12,16,4,4,7,6,Away Team,2017,0,3
2023-03-31,Real Madrid,Paris Saint-Germain,3,4,49,53,23,10,5,4,7,14,Away Team,2023,0,3
2018-06-07,Liverpool,Juventus,0,2,56,57,10,17,7,5,15,13,Away Team,2018,0,3
2018-08-24,Chelsea,AC Milan,3,0,45,52,5,8,2,5,11,9,Home Team,2018,3,0
2016-03-01,Chelsea,Arsenal,4,2,69,35,21,25,2,7,6,13,Home Team,2016,3,0
2025-05-22,Arsenal,Barcelona,4,4,61,49,10,14,7,3,8,8,Draw,2025,1,1
2024-06-23,AC Milan,AC Milan,5,1,58,52,14,20,6,10,8,8,Home Team,2024,3,0
2023-11-14,Arsenal,Paris Saint-Germain,3,4,40,44,7,19,2,10,7,13,Away Team,2023,0,3
2020-11-26,Liverpool,Chelsea,5,5,55,48,24,6,5,6,9,9,Draw,2020,1,1
2017-12-14,Liverpool,Liverpool,3,5,68,37,15,13,6,6,15,10,Away Team,2017,0,3
2021-04-21,Bayern Munich,Juventus,1,3,52,41,12,21,5,3,6,10,Away Team,2021,0,3
2023-07-17,AC Milan,Chelsea,0,2,59,60,23,8,6,2,10,5,Away Team,2023,0,3
2022-09-09,Juventus,Barcelona,1,4,67,53,23,19,10,7,13,13,Away Team,2022,0,3
2016-08-01,Real Madrid,AC Milan,3,3,43,55,23,11,4,7,7,15,Draw,2016,1,1
2021-08-27,Manchester City,Arsenal,5,0,64,35,11,11,7,7,13,13,Home Team,2021,3,0
2025-10-28,Arsenal,Manchester City,0,5,63,51,12,22,5,2,9,12,Away Team,2025,0,3
2016-08-17,Bayern Munich,Borussia Dortmund,4,1,47,47,10,17,7,9,11,10,Home Team,2016,3,0
2015-07-27,Real Madrid,Manchester City,2,5,46,30,12,25,3,7,7,10,Away Team,2015,0,3
2015-06-11,Arsenal,Manchester City,4,5,66,38,15,14,5,3,11,13,Away Team,2015,0,3
2022-01-16,Bayern Munich,Juventus,5,0,64,44,16,22,2,6,14,15,Home Team,2022,3,0
2024-11-04,Real Madrid,Barcelona,0,3,59,58,20,17,7,5,15,12,Away Team,2024,0,3
2016-05-08,Barcelona,Liverpool,5,4,54,31,15,19,8,7,9,13,Home Team,2016,3,0
2021-04-12,Liverpool,Borussia Dortmund,5,1,42,45,24,18,5,10,9,5,Home Team,2021,3,0
2015-01-03,Barcelona,Arsenal,1,0,70,48,6,15,8,4,13,10,Home Team,2015,3,0
2017-01-06,Manchester City,Chelsea,0,4,43,60,10,5,9,2,13,15,Away Team,2017,0,3
2021-02-27,AC Milan,Paris Saint-Germain,4,3,41,40,25,18,5,3,15,7,Home Team,2021,3,0
2021-12-10,Real Madrid,Arsenal,1,3,63,52,9,7,8,10,6,14,Away Team,2021,0,3
2017-06-26,Juventus,Chelsea,0,5,62,41,7,5,8,6,12,10,Away Team,2017,0,3
2017-03-20,Barcelona,Arsenal,5,3,66,51,17,10,4,6,7,8,Home Team,2017,3,0
2022-12-22,Arsenal,Juventus,5,0,57,54,23,5,3,5,10,11,Home Team,2022,3,0
2022-12-01,Real Madrid,AC Milan,4,3,48,40,8,10,8,5,5,8,Home Team,2022,3,0
2022-12-22,Manchester City,Paris Saint-Germain,0,1,62,50,9,15,4,7,5,12,Away Team,2022,0,3
2018-11-27,Real Madrid,Manchester City,1,3,63,43,22,19,6,9,14,8,Away Team,2018,0,3
2024-05-15,Manchester City,Manchester City,3,3,45,41,17,21,10,5,6,7,Draw,2024,1,1
2025-08-16,Juventus,Manchester City,0,2,43,35,17,8,8,4,13,8,Away Team,2025,0,3
2022-05-23,Bayern Munich,Chelsea,0,3,48,46,15,12,2,7,12,6,Away Team,2022,0,3
2024-09-20,AC Milan,AC Milan,2,4,45,44,10,25,6,8,5,10,Away Team,2024,0,3
2022-05-07,AC Milan,Borussia Dortmund,1,0,43,56,19,25,5,6,10,10,Home Team,2022,3,0
2020-05-05,Barcelona,Barcelona,2,0,53,60,12,17,9,7,12,13,Home Team,2020,3,0
2020-11-20,Paris Saint-Germain,Arsenal,0,3,63,32,23,15,7,4,12,5,Away Team,2020,0,3
2017-05-09,Juventus,Paris Saint-Germain,0,5,40,56,11,19,3,3,10,5,Away Team,2017,0,3
2022-12-06,Liverpool,Borussia Dortmund,1,3,40,40,24,21,5,9,15,5,Away Team,2022,0,3
2025-05-29,Bayern Munich,Bayern Munich,4,0,42,48,11,14,8,7,8,10,Home Team,2025,3,0
2018-01-17,Paris Saint-Germain,Bayern Munich,5,1,57,51,19,22,10,2,7,12,Home Team,2018,3,0
2017-11-11,Manchester City,Borussia Dortmund,0,1,53,54,19,21,6,10,5,14,Away Team,2017,0,3
2017-06-05,Arsenal,Borussia Dortmund,2,3,58,41,15,13,7,5,12,12,Away Team,2017,0,3
2024-02-01,Real Madrid,Manchester City,5,1,63,48,9,23,9,3,6,10,Home Team,2024,3,0
2022-10-05,Real Madrid,Bayern Munich,2,5,42,41,10,12,10,4,14,5,Away Team,2022,0,3
2020-12-06,Paris Saint-Germain,Paris Saint-Germain,3,3,58,45,8,24,5,3,11,7,Draw,2020,1,1
2021-03-13,Manchester City,Liverpool,0,4,65,55,10,9,5,3,11,13,Away Team,2021,0,3
2018-06-05,AC Milan,Bayern Munich,0,4,62,52,21,20,5,8,10,12,Away Team,2018,0,3
2018-07-14,Bayern Munich,AC Milan,4,2,62,40,13,20,6,6,13,11,Home Team,2018,3,0
2015-06-07,Bayern Munich,Chelsea,4,4,68,50,12,21,10,4,9,13,Draw,2015,1,1
2019-08-23,Liverpool,Bayern Munich,2,0,45,44,25,10,4,9,15,14,Home Team,2019,3,0
2016-11-23,AC Milan,AC Milan,2,5,54,59,17,13,4,7,14,9,Away Team,2016,0,3
2022-10-25,Manchester City,Bayern Munich,5,0,51,41,11,18,10,10,6,11,Home Team,2022,3,0
2025-08-30,Paris Saint-Germain,AC Milan,4,3,45,52,13,17,5,6,8,9,Home Team,2025,3,0
2023-02-11,Juventus,Liverpool,0,4,66,60,21,18,8,4,11,7,Away Team,2023,0,3
2019-10-05,Bayern Munich,Arsenal,1,3,46,60,20,25,9,8,8,5,Away Team,2019,0,3
2019-04-27,Bayern Munich,Juventus,0,4,40,31,22,23,10,6,15,9,Away Team,2019,0,3
2018-01-29,Paris Saint-Germain,Barcelona,4,4,66,53,11,10,7,8,11,9,Draw,2018,1,1
2018-02-14,Bayern Munich,Liverpool,0,4,40,39,13,7,2,10,15,5,Away Team,2018,0,3
2015-12-11,Barcelona,Paris Saint-Germain,0,2,70,43,15,19,7,2,9,6,Away Team,2015,0,3
2016-09-03,Chelsea,Chelsea,0,3,50,44,5,15,10,9,6,15,Away Team,2016,0,3
2022-10-21,Bayern Munich,Arsenal,2,0,53,56,21,14,9,3,9,9,Home Team,2022,3,0
2020-06-04,Paris Saint-Germain,Arsenal,1,0,68,37,5,15,5,2,11,12,Home Team,2020,3,0
2017-04-12,Manchester City,Liverpool,2,0,63,51,17,8,3,6,8,10,Home Team,2017,3,0
2015-05-23,Paris Saint-Germain,Bayern Munich,4,1,48,59,12,8,2,4,12,14,Home Team,2015,3,0
2017-10-12,Bayern Munich,Juventus,5,4,66,35,6,23,4,10,10,8,Home Team,2017,3,0
2020-11-27,AC Milan,Borussia Dortmund,3,5,43,35,11,12,2,10,5,11,Away Team,2020,0,3
2015-01-25,Manchester City,Paris Saint-Germain,2,0,59,46,5,19,6,10,9,8,Home Team,2015,3,0
2018-01-28,Barcelona,Liverpool,4,3,54,34,8,14,7,7,7,10,Home Team,2018,3,0
2021-08-27,AC Milan,Liverpool,0,0,57,41,14,7,8,5,10,7,Draw,2021,1,1
2023-06-14,Paris Saint-Germain,Liverpool,0,4,69,40,21,19,7,8,6,12,Away Team,2023,0,3
2022-08-08,Real Madrid,Paris Saint-Germain,3,4,57,50,8,15,2,8,15,10,Away Team,2022,0,3
2019-01-12,Manchester City,Liverpool,1,1,65,43,25,13,5,5,6,6,Draw,2019,1,1
2018-08-01,Chelsea,Arsenal,2,1,68,51,22,6,4,2,5,8,Home Team,2018,3,0
2018-06-11,Barcelona,Juventus,4,0,41,59,13,13,5,5,5,8,Home Team,2018,3,0
2017-08-24,AC Milan,Arsenal,0,3,63,45,20,25,5,8,5,11,Away Team,2017,0,3
2016-08-24,Chelsea,Juventus,2,4,44,52,5,22,5,8,9,6,Away Team,2016,0,3
2020-01-07,Juventus,AC Milan,4,1,70,58,16,11,4,7,10,7,Home Team,2020,3,0
2016-05-05,Paris Saint-Germain,Arsenal,1,4,59,59,15,10,9,2,8,9,Away Team,2016,0,3
2024-01-27,Bayern Munich,AC Milan,3,0,70,52,17,15,8,2,14,11,Home Team,2024,3,0
2017-10-03,AC Milan,Manchester City,4,0,54,37,16,7,2,4,5,15,Home Team,2017,3,0
2023-11-16,Arsenal,Chelsea,2,3,65,36,24,25,10,2,14,15,Away Team,2023,0,3
2024-03-31,Bayern Munich,Manchester City,3,3,40,43,20,18,9,4,12,11,Draw,2024,1,1
2015-06-10,Juventus,Liverpool,1,4,45,48,23,19,8,7,14,9,Away Team,2015,0,3
2017-05-25,Arsenal,Bayern Munich,3,1,57,50,25,24,7,3,11,10,Home Team,2017,3,0
2022-10-05,Real Madrid,Liverpool,1,1,64,54,11,12,2,2,15,13,Draw,2022,1,1
2023-05-30,AC Milan,Borussia Dortmund,0,3,58,48,12,18,3,5,15,12,Away Team,2023,0,3
2024-03-24,AC Milan,Barcelona,2,2,48,49,18,20,10,2,11,8,Draw,2024,1,1
2022-01-25,Chelsea,Chelsea,5,1,41,32,25,23,2,6,12,7,Home Team,2022,3,0
2022-07-26,Manchester City,Chelsea,2,2,53,35,14,25,10,7,14,14,Draw,2022,1,1
2022-07-09,Liverpool,Borussia Dortmund,1,0,57,45,10,17,3,5,9,15,Home Team,2022,3,0
2017-04-26,Juventus,Borussia Dortmund,2,4,55,37,13,13,7,8,10,7,Away Team,2017,0,3
2019-08-14,Juventus,Paris Saint-Germain,3,5,53,60,8,22,8,10,7,5,Away Team,2019,0,3
2016-01-12,Chelsea,Arsenal,4,5,69,31,20,25,9,10,7,10,Away Team,2016,0,3
2025-12-01,Real Madrid,Arsenal,1,0,68,48,5,15,10,4,11,5,Home Team,2025,3,0
2019-10-18,Liverpool,Bayern Munich,3,3,46,51,5,5,6,8,6,12,Draw,2019,1,1
2021-12-25,Barcelona,Chelsea,2,4,70,37,7,24,10,7,13,8,Away Team,2021,0,3
2022-03-13,Real Madrid,Barcelona,4,1,46,44,5,17,8,5,8,15,Home Team,2022,3,0
2023-12-17,Arsenal,Chelsea,1,4,50,30,5,18,7,2,11,15,Away Team,2023,0,3
2019-01-26,Manchester City,Manchester City,0,2,69,45,5,17,9,7,14,15,Away Team,2019,0,3
2021-09-06,Bayern Munich,Chelsea,4,5,63,48,16,24,3,6,7,12,Away Team,2021,0,3
2023-02-01,Juventus,Bayern Munich,4,5,47,44,8,10,9,6,5,15,Away Team,2023,0,3
2015-02-13,Chelsea,Arsenal,0,2,50,35,6,17,5,3,12,5,Away Team,2015,0,3
2019-07-30,Juventus,Borussia Dortmund,0,4,62,38,12,8,4,4,13,7,Away Team,2019,0,3
2020-07-22,Barcelona,Chelsea,3,4,43,56,17,25,9,6,8,6,Away Team,2020,0,3
2021-02-25,Chelsea,Bayern Munich,3,4,65,51,12,25,6,3,10,7,Away Team,2021,0,3
2020-09-22,Paris Saint-Germain,Liverpool,2,4,68,44,19,16,4,4,13,10,Away Team,2020,0,3
2023-08-14,AC Milan,Paris Saint-Germain,0,2,63,42,14,8,3,6,6,7,Away Team,2023,0,3
2025-05-27,AC Milan,AC Milan,3,0,59,42,6,24,8,10,13,10,Home Team,2025,3,0
2024-05-06,Arsenal,AC Milan,2,1,68,30,23,12,4,2,6,14,Home Team,2024,3,0
2022-11-21,Real Madrid,Paris Saint-Germain,5,3,43,59,24,9,2,7,13,11,Home Team,2022,3,0
2025-06-01,Manchester City,Barcelona,5,5,62,46,18,16,8,7,13,7,Draw,2025,1,1
2016-07-11,Juventus,Borussia Dortmund,4,2,48,37,21,23,2,4,15,13,Home Team,2016,3,0
2015-09-08,Bayern Munich,Juventus,0,0,62,59,16,14,3,3,11,15,Draw,2015,1,1
2022-02-26,Paris Saint-Germain,Manchester City,3,5,70,42,17,11,10,8,6,10,Away Team,2022,0,3
2016-04-07,Real Madrid,Liverpool,4,2,52,33,22,22,6,4,6,13,Home Team,2016,3,0
2015-03-03,Liverpool,Barcelona,0,3,47,58,8,6,4,5,14,9,Away Team,2015,0,3
2018-07-06,Barcelona,AC Milan,5,2,61,44,5,15,9,5,5,7,Home Team,2018,3,0
2015-08-03,Liverpool,Borussia Dortmund,0,0,59,58,15,14,3,4,9,12,Draw,2015,1,1
2025-05-23,Chelsea,Barcelona,1,5,60,42,22,15,10,7,7,15,Away Team,2025,0,3
2018-03-06,Barcelona,Bayern Munich,5,5,48,47,7,24,7,6,8,10,Draw,2018,1,1
2023-03-07,Real Madrid,AC Milan,4,3,60,59,10,16,10,9,7,15,Home Team,2023,3,0
2017-10-21,Manchester City,Arsenal,1,3,59,34,7,13,3,4,9,5,Away Team,2017,0,3
2019-07-05,AC Milan,Arsenal,1,0,62,34,22,10,3,9,9,12,Home Team,2019,3,0
2022-04-30,AC Milan,Juventus,4,0,64,41,7,16,10,10,12,13,Home Team,2022,3,0
2022-06-02,Manchester City,Liverpool,0,2,46,33,6,16,10,9,6,9,Away Team,2022,0,3
2016-08-10,Arsenal,Paris Saint-Germain,0,1,44,37,23,21,9,10,5,6,Away Team,2016,0,3
2023-05-21,Bayern Munich,Bayern Munich,3,2,54,35,25,21,4,4,8,13,Home Team,2023,3,0
2018-11-11,Liverpool,Chelsea,0,4,70,49,17,21,3,4,15,12,Away Team,2018,0,3
2019-08-24,Manchester City,Chelsea,5,1,59,46,7,18,7,3,11,10,Home Team,2019,3,0
2016-05-10,Barcelona,Barcelona,0,1,56,33,5,18,5,10,14,7,Away Team,2016,0,3
2020-07-16,Real Madrid,Paris Saint-Germain,4,3,64,51,21,25,4,9,7,12,Home Team,2020,3,0
2025-08-31,Juventus,Juventus,4,2,66,47,9,17,6,7,8,7,Home Team,2025,3,0
2018-11-10,Paris Saint-Germain,Manchester City,4,4,58,50,5,15,6,4,14,7,Draw,2018,1,1
2019-01-06,AC Milan,Chelsea,1,0,67,57,9,8,10,10,10,10,Home Team,2019,3,0
2024-01-16,Chelsea,Manchester City,0,5,67,37,10,24,3,2,11,12,Away Team,2024,0,3
2023-02-12,Chelsea,Paris Saint-Germain,1,1,56,50,11,5,3,6,7,9,Draw,2023,1,1
2015-04-21,Bayern Munich,Bayern Munich,2,1,51,44,16,19,6,8,11,6,Home Team,2015,3,0
2022-08-25,Arsenal,Paris Saint-Germain,4,4,68,36,21,9,2,2,10,14,Draw,2022,1,1
2025-05-22,Chelsea,Arsenal,0,0,52,57,21,20,6,6,11,7,Draw,2025,1,1
2019-11-02,Paris Saint-Germain,Chelsea,1,3,40,38,12,22,2,7,11,12,Away Team,2019,0,3
2019-09-03,AC Milan,Chelsea,0,3,48,47,11,14,4,6,6,9,Away Team,2019,0,3
2020-06-27,Juventus,Borussia Dortmund,5,1,40,35,8,13,2,5,14,15,Home Team,2020,3,0
2022-11-01,Arsenal,Manchester City,1,0,64,45,7,18,8,7,5,12,Home Team,2022,3,0
2019-03-07,AC Milan,Bayern Munich,1,5,54,35,20,18,7,2,14,6,Away Team,2019,0,3
2021-04-18,Chelsea,Arsenal,5,0,64,48,11,12,6,4,7,14,Home Team,2021,3,0
2024-02-22,Juventus,Juventus,5,5,56,55,5,13,3,10,11,10,Draw,2024,1,1
2018-06-20,Arsenal,Juventus,0,4,62,40,25,22,6,7,12,5,Away Team,2018,0,3
2021-09-04,Paris Saint-Germain,AC Milan,3,1,61,58,18,15,10,10,14,11,Home Team,2021,3,0
2018-11-03,Liverpool,Liverpool,1,1,50,35,16,24,5,3,5,11,Draw,2018,1,1
2023-07-18,Barcelona,Liverpool,0,2,46,45,23,7,8,4,5,10,Away Team,2023,0,3
2016-10-06,Paris Saint-Germain,AC Milan,2,5,67,32,14,19,6,4,12,8,Away Team,2016,0,3
2025-02-10,AC Milan,Arsenal,2,3,49,60,13,6,10,8,10,15,Away Team,2025,0,3
2025-01-24,Liverpool,Paris Saint-Germain,0,5,68,31,21,8,8,6,7,10,Away Team,2025,0,3
2016-06-11,Manchester City,Chelsea,4,3,42,60,12,9,10,5,5,12,Home Team,2016,3,0
2022-07-27,Juventus,Manchester City,5,2,42,38,17,8,7,7,15,7,Home Team,2022,3,0
2017-09-22,Arsenal,Liverpool,3,3,49,55,22,23,6,5,13,15,Draw,2017,1,1
2018-01-27,Chelsea,Manchester City,0,4,45,30,24,23,9,4,14,13,Away Team,2018,0,3
2024-12-06,Juventus,AC Milan,2,4,51,57,13,20,10,3,10,11,Away Team,2024,0,3
2021-03-14,Barcelona,Arsenal,5,5,63,37,22,15,7,7,7,15,Draw,2021,1,1
2016-03-01,AC Milan,Borussia Dortmund,5,3,69,47,25,12,7,6,15,14,Home Team,2016,3,0
2023-10-17,Barcelona,Juventus,1,4,65,54,18,19,2,5,9,6,Away Team,2023,0,3
2015-04-08,Barcelona,Arsenal,4,3,69,33,11,19,2,8,8,11,Home Team,2015,3,0
2023-02-04,Paris Saint-Germain,Barcelona,1,5,58,55,24,6,7,8,11,9,Away Team,2023,0,3
2019-03-11,Arsenal,Chelsea,5,0,62,45,6,7,2,5,7,9,Home Team,2019,3,0
2016-01-27,Manchester City,Borussia Dortmund,2,5,42,58,5,10,6,2,8,6,Away Team,2016,0,3
2019-07-25,Barcelona,Paris Saint-Germain,0,3,56,57,22,20,6,7,12,14,Away Team,2019,0,3
2018-05-25,AC Milan,Borussia Dortmund,5,0,59,39,6,17,9,8,10,8,Home Team,2018,3,0
2019-05-20,Juventus,AC Milan,5,3,41,60,13,12,4,9,13,13,Home Team,2019,3,0
